0c7bc8d6aec1fdf877db9858d0e2d93d|On November eighteen,|on november eighteen,
be6e7e59c9b8a2238ca3101da7812f2c|Ownership of Revolver|ownership of revolver
717e309c0a9da876fe179d0757a40faa|Where did you get it?|where did you get it?
2b832b763f5a7b2991d1e164cc8575e5|Two saints on one day.|two saints on one day.
e6a6d9000542c108042f475f936f1296|Under the Inquisition.|under the inquisition.
f98f80651f8e476a374b64ae646da5e8|I got a call from Ben.|i got a call from ben.
49b0a899d26ddc0dc7626801f92cd53d|More haste less speed.|more haste less speed.
6584d84f62b0ce1c35cd1ed218ca4d80|And what became of him?|and what became of him?
0402173ad88e71d961b421d71d5afb9f|But it might have done.|but it might have done.
14ea7649cb591757cd4dd40acab335e6|Paper is very flammable.|paper is very flammable.
774272964f276f9219a0f785b741a696|Lopez was more talkative.|lopez was more talkative.
2b6f964e4b726ccd30cd85ea0d1d3d8f|As, indeed, they would be.|as, indeed, they would be.
cabb9b06c9e9c7bc9784e9126d3bf083|How do you take them away?|how do you take them away?
f411a18c08d09465cbf8d93a6811c2d1|The forger has never moved.|the forger has never moved.
176af5f6f103ea139892bbcfc5f69e77|Sorry, I didn't catch that.|sorry, i didn't catch that.
6d5c23828008b771b66859e9b13a73a6|It was a moment of madness.|it was a moment of madness.
722c866cbccc31d635a6017c357d47f3|I'm sorry, what did you say?|i'm sorry, what did you say?
48705dc2f6cf2da0e75a726e7a5c3820|You do not change overnight.|you do not change overnight.
2fe9223fa6e4a5126a9d2a19ff70a35b|I did not chose that phrase.|i did not chose that phrase.
6d83c176132af34659625369a69e2764|Don't give your information.|don't give your information.
9a04f7bb393f4242b5ecbf5074ff4d55|Apple pie is an iconic dish.|apple pie is an iconic dish.
0e92ea7d478fe04e00782b969fac4c3d|Potions said he would drive.|potions said he would drive.
7e9135efb838989bc5008d49100ca268|Does that put pressure on us?|does that put pressure on us?
887957c129462db0d53b04aaf9a77ac3|Here, let me show you around.|here, let me show you around.
7be28f77e376287e4c46b622dcceb544|If the material was evaluated|if the material was evaluated
b196386af51650b2df606b70fd8322b9|Treasure hunts make me vomit.|treasure hunts make me vomit.
3ed263cf1f3cbd4d67e1d46e19d1e067|She apparently didn't listen.|she apparently didn't listen.
846c70c5486c9ba206b51d1c5c1c7a56|Grape juice and water mix well.|grape juice and water mix well.
0373f6149d36f7b494493d2eb4a6733d|Sergeant Zahm testified, quote,|sergeant zahm testified, quote,
e132857636850cd732052340c4494753|Smoking is also very important.|smoking is also very important.
901d75e8b5e24f34607033d625f0be41|Communications in the motorcade.|communications in the motorcade.
de1889bb4a7c0e9e9383391f9ca2f95d|The pigs and cows ran everywhere.|the pigs and cows ran everywhere.
b62684eef06881680925a2a067fff89d|A filing case is now hard to buy.|a filing case is now hard to buy.
9f32fb85b71c6e35916f9487445a854c|Where did Arnav get his new sofa?|where did arnav get his new sofa?
a4b9b24874efa60850732033d04a9232|Leon, or Lyons, who spoke English,|leon, or lyons, who spoke english,
90bb1f6b98c42b37bcb1a72be2e38aab|This plank was made for walking on.|this plank was made for walking on.
b5afcb3cc7fe14fc0c363636fff68338|There the flood mark is ten inches.|there the flood mark is ten inches.
2210c9c204dd2c52f2383923787b1c28|Her poise and charm caused comment.|her poise and charm caused comment.
725f861398aa8d2ec11cb5d7123fce5b|We are sure that one war is enough.|we are sure that one war is enough.
a19fd18fc5a34c506a548b52660ce5ca|The stale smell of old beer lingers.|the stale smell of old beer lingers.
e83e0b6a3a7e8f367a588ed592b4b2e6|The old enemies of Babylon rejoiced.|the old enemies of babylon rejoiced.
ae4c8723de1ce5597425500ea8f451bf|The boy was there when the sun rose.|the boy was there when the sun rose.
a83a29c702d7053e8c044b144cc47c82|Sunday is the best part of the week.|sunday is the best part of the week.
8e5bd1d0fc255ce8b97401630eb9a631|She had gone to the Catholic school.|she had gone to the catholic school.
6eb6e4711869e23c7eeb0b7ca882df4e|A deathly hush fell over the square.|a deathly hush fell over the square.
a620bab822f0714c9b521012819366e4|Turn left onto Massachusetts Avenue.|turn left onto massachusetts avenue.
13da15146e42f34f7e391c8c164f35c1|but too late to give substantial aid.|but too late to give substantial aid.
04f19e6311353466f9c06c9d793a4e3b|Say it slowly but make it ring clear.|say it slowly but make it ring clear.
7de3b25cfcd449347a7e574a4f969662|The doctor cured him with these pills.|the doctor cured him with these pills.
1d3966f812d4fe1c3fbafa56ff7bee59|Try to have the court decide the case.|try to have the court decide the case.
f805060205effa7b85a79d70a61c902d|The beetle droned in the hot June sun.|the beetle droned in the hot june sun.
58a17fcbf9da96a440af7a2d4f157988|After he returned to the United States|after he returned to the united states
dd309b87553fa944b4847a6243ba2b9d|Place a rosebush near the porch steps.|place a rosebush near the porch steps.
5a44f9490a163d5bd1050cdd7e58d9d6|meaning to kill him and rifle the shop.|meaning to kill him and rifle the shop.
02128ba82a4aba626e0c5d119e3ae0f9|And two other justices agreed with him.|and two other justices agreed with him.
cd1b5f1d5dde36f8f23a78f120a67562|Residents had to walk to find firewood.|residents had to walk to find firewood.
79f07aa2bd84935027b201807b01ab4c|Float the soap on top of the bath water.|float the soap on top of the bath water.
fff6eb108ef675cdf9cea39824892003|That faith is receiving its just reward.|that faith is receiving its just reward.
731e24da9bf8e74d84f373eef697825a|The dusty bench stood by the stone wall.|the dusty bench stood by the stone wall.
ad6a720a48756620d0eb38345bacc521|From this point onward, losses increased.|from this point onward, losses increased.
fec08a43fa777e977518b5eca40e44c4|In his person he was neat and fastidious;|in his person he was neat and fastidious;
a6d4aae776b3ec8c0c5232734d4c5421|The want of room was still a crying evil.|the want of room was still a crying evil.
97d8e2f9718ffd21a87a7ffb62fd0acc|A castle built from sand fails to endure.|a castle built from sand fails to endure.
205234ab2594c17d1e069e671d974403|Julie hooked a giant of a fish yesterday.|julie hooked a giant of a fish yesterday.
8361c95b479d6b14ec06de3a3d6969d4|He also acquired Ore-Ida and Starkist Tuna.|he also acquired ore-ida and starkist tuna.
e3c57b8e41f83141c0202acbff950924|The way to save money is not to spend much.|the way to save money is not to spend much.
a23178c585b383adf3bf686d7103ddf3|The price is fair for a good antique clock.|the price is fair for a good antique clock.
b47ee8ba0c91824eec635c649af19a45|Hence oxygen must be supplied to the cells.|hence oxygen must be supplied to the cells.
2bffa025bb2ab5a9c13ee532c124c10a|A force equal to that would move the earth.|a force equal to that would move the earth.
e7347e57023023585ce7ecfe394872dc|serial number V five one zero two one zero.|serial number v five one zero two one zero.
e7b01c4252158d745c97f604e0f49445|They have shown a great desire and attitude.|they have shown a great desire and attitude.
998ad4aa8ad00de9fa12195ac840fca9|Maynard was the only one who suffered death.|maynard was the only one who suffered death.
888ad439802e01c7daf526e6f90eaf8a|Even the local Muslims converse in Sanskrit.|even the local muslims converse in sanskrit.
38f7257cc3f57e02cb86f9f00fdf7658|They took the axe and the saw to the forest.|they took the axe and the saw to the forest.
33eb1b0cff946c418cb6885dbbbfc415|The gardener kept the grounds looking superb.|the gardener kept the grounds looking superb.
825c045e17ece7eb89da26ac6a3e80f8|Its present manual filing system is obsolete;|its present manual filing system is obsolete;
b3cd8fab67232d69ad4df47c0a974e80|Cuisine in Tokyo is internationally acclaimed.|cuisine in tokyo is internationally acclaimed.
35de6935e2fee7671b35543b62f46545|He had eloped with his first wife from school.|he had eloped with his first wife from school.
c60bec2651e025500f905443cbeebf8c|namely, to suppress it and substitute another.|namely, to suppress it and substitute another.
346e467d1511c40cc22596786744efe1|The cloud moved in a stately way and was gone.|the cloud moved in a stately way and was gone.
e1e062da706f0438b726acb465169e2d|The oil companies would be asked to contribute.|the oil companies would be asked to contribute.
b8b8efb6e0042adb2a90127b4d605b18|They managed to avoid attracting much attention.|they managed to avoid attracting much attention.
aec45dbf51cd496de83fbd5b20f0c19f|You have to be able to deal with all age groups.|you have to be able to deal with all age groups.
1652eb61ff42267dc8ada3f29a81fdb0|Three twelve Olive Circle, Jackson, Mississippi.|three twelve olive circle, jackson, mississippi.
6552c21aac272c5022f40bbece44258c|They were mainly members of the criminal classes.|they were mainly members of the criminal classes.
8e5894273a9f16e1e75ba3e38a8d6b2f|Rain likely. Cloudy, with a high near forty-nine.|rain likely. cloudy, with a high near forty-nine.
c7592c0aa9042433374b8138eacf8619|of the Marine Corps School at Quantico, Virginia.|of the marine corps school at quantico, virginia.
aa0a00d11334d800f1a1014ff8aef391|I think most people tend to dress pretty casually.|i think most people tend to dress pretty casually.
19ba082405f07b81617ee3bf0ccd6749|I have wanted to buy one for the National Gallery.|i have wanted to buy one for the national gallery.
5cdb72080a9ee2cc2f954ef3b5633424|I can't do that right now. Please try again later.|i can't do that right now. please try again later.
aaac3472a15762a2be81bf9afde15213|The Society's first Secretary was Henry Oldenburg.|the society's first secretary was henry oldenburg.
4a7c8a2227cd8e0ec843773b63949922|to clean the governor's office in the male prison;|to clean the governor's office in the male prison;
266698e2fae652c7fba6a0c87a89e822|Quote, Mr. Shanklin advised us, among other things,|quote, mr. shanklin advised us, among other things,
eea9ac78794d16146e8ea793182758bb|It's the first time my grandpa does online banking.|it's the first time my grandpa does online banking.
3c48d8389fcaf03f87930df56bbef1bc|Oswald's Movements After Leaving Depository Building|oswald's movements after leaving depository building
c736b025f7a6b3a111f49a73936c1d09|Sir, he answered, "they sent me the very riff-raff."|sir, he answered, "they sent me the very riff-raff."
648f6cf45066581968817fcdcb5d61f8|With this change the art of printing touched bottom,|with this change the art of printing touched bottom,
cdd2239980fe1926db30a29449389ca5|Debra is a explorer that has been all over the world.|debra is a explorer that has been all over the world.
cd31e69f605c176b42b5273eeacf401b|At its maximum the trading post covered a large area.|at its maximum the trading post covered a large area.
ce9ab95355620030bb3a09bfdb84a28e|The weight of the package was seen on the high scale.|the weight of the package was seen on the high scale.
992b69165fafcd3d37ca2bcede40fc91|Can you see the beacon at the top of the wind turbine?|can you see the beacon at the top of the wind turbine?
f0eadc88c1e7d9ede611d74d41d03c59|The greatest pains might be taken to secure isolation,|the greatest pains might be taken to secure isolation,
834ebdf75370d1ed2632767c97236d51|The salesman was like the rest of them, untrustworthy.|the salesman was like the rest of them, untrustworthy.
1b1b1fab5307dc9f3219c8af7dec3a05|The receiver attempts to infer which message was sent.|the receiver attempts to infer which message was sent.
1b1b1fab5307dc9f3219c8af7dec3a05|The receiver attempts to infer which message was sent.|the receiver attempts to infer which message was sent.
f1c710dfb686c738253273b8157200ff|It changes color when you say the words "blue sponge".|it changes color when you say the words "blue sponge".
5ab778df56122a77e18dd0fb980f2313|A phase-locked loop can be used as an F.M. demodulator.|a phase-locked loop can be used as an f.m. demodulator.
740afe031eccfcc67a4bfda9fa115ae5|I'm not sure how much credit I can take for our escape.|i'm not sure how much credit i can take for our escape.
9e90171a9cc3c43582b32d44d1c29c2f|The extent of Oswald's desire to go to the Soviet Union|the extent of oswald's desire to go to the soviet union
c3ee704e500f8e0091f0b79f429f380f|Vice President and Missis Pence currently reside there.|vice president and missis pence currently reside there.
7eb8e2bd9ba82e89e0918e10b791f3a5|the wise, the pious, the maintainer of Esagil and Ezida,|the wise, the pious, the maintainer of esagil and ezida,
b300b50667e3c8395f2c7196d64818f9|hoary-headed and hardened in guilt, were still at large.|hoary-headed and hardened in guilt, were still at large.
a86db990ffa608ebc7d7a3d31885fb3f|and the equally mysterious nuclear substance or chromatin|and the equally mysterious nuclear substance or chromatin
95463212a43d72a3858bbf866f6617aa|This time, it will have opened up the field a little bit.|this time, it will have opened up the field a little bit.
aa93210a73dfd80e8258370e21163f36|A drilling machine is used to fixate the ice hockey goal.|a drilling machine is used to fixate the ice hockey goal.
fd6ac17e60df76ba4f566bd29b25c195|sought about for a fresh victim to supply him with funds.|sought about for a fresh victim to supply him with funds.
6e126b13e3a59b0f4011330b1aab2eb2|Neurons can connect to each other to form neural networks.|neurons can connect to each other to form neural networks.
10c71dc2a6e62a489c580a8ff1838ca2|Scientific study was conducted at Kazakh State University.|scientific study was conducted at kazakh state university.
200820c1e9e64742b318a34148b98598|was on November twenty to twenty-one, nineteen sixty-three.|was on november twenty to twenty-one, nineteen sixty-three.
f6fc8d257d2d2789062173bd33f78d37|It firmly endorsed Slovenia's path into the European Union.|it firmly endorsed slovenia's path into the european union.
03a36b129eefc2f50410a81a9bc7651f|His son has been travelling with the Tartan Army for years.|his son has been travelling with the tartan army for years.
86b717a7ea2aa811f79e5f2e5d8a909a|was introduced as early as seventeen ninety by Mr. Blackburn|was introduced as early as seventeen ninety by mr. blackburn
625809bacb59804d1ae125c36c6d2591|It features prominently in the mythologies of many cultures.|it features prominently in the mythologies of many cultures.
34ac0df8ca1fccb2343c7f451f62e941|Bananas contain a lot of sugar, even though they are fruits.|bananas contain a lot of sugar, even though they are fruits.
1b7c60391fa89ff9641a4c2402072ff3|The two men left work at four:forty p.m. and drove to Irving.|the two men left work at four:forty p.m. and drove to irving.
e5031a2fc62639d2605d011b0ccbb561|The existence of gravitational waves had long been predicted.|the existence of gravitational waves had long been predicted.
0937bd67dc2ea2fe3144dd7970d54df6|I couldn't find a custom script in the Mycroft configuration.|i couldn't find a custom script in the mycroft configuration.
1a78d8ef14d566f8821fd252b2a2ad3d|I'm sorry, I was unable to connect to the Phillips Hue bridge.|i'm sorry, i was unable to connect to the phillips hue bridge.
68e6acc770c3ee62df4b487aa2b419c8|In the early days, I was obsessed with working in the theatre.|in the early days, i was obsessed with working in the theatre.
0a2d9b14faaf93f5407a61b63ba0d654|but to determine the maximum speed at which it could be fired.|but to determine the maximum speed at which it could be fired.
ab308c71fb2526c566fab154e5afe201|This behavior of neural networks is sometimes called dreaming.|this behavior of neural networks is sometimes called dreaming.
c2b5d6ed32297361b2f7fd6f146c8cc7|My name is Mycroft, and I'm an intelligent personal assistant.|my name is mycroft, and i'm an intelligent personal assistant.
a0ade85507027409d3f5e045aefad3cc|At that point, Oswald refused to answer any further questions.|at that point, oswald refused to answer any further questions.
60992c1e15f08d98ab9bbaf3a279adb1|Nineteen twenty six was printed inside the back of the collar.|nineteen twenty six was printed inside the back of the collar.
9945fbeceafb22a50608af7cb2f21dfb|Then came the newly-formed horse patrol, with drawn cutlasses,|then came the newly-formed horse patrol, with drawn cutlasses,
3a45b90ab8733fbb2121ab4ccf47ea38|He heard two more shots spaced, quote, pretty well even to me.|he heard two more shots spaced, quote, pretty well even to me.
812015024ac26f94bbd9a026b1b53ae0|feeling that it approached too nearly to solitary confinement.|feeling that it approached too nearly to solitary confinement.
0de6d85f6143c1da9c0014e95d8269fd|Many others were physically wounded, some permanently disabled.|many others were physically wounded, some permanently disabled.
8e80baa2ddc034bfb3c7a52176152a58|blue eyes which were generally half closed, and very fair hair.|blue eyes which were generally half closed, and very fair hair.
eb6d49c2b3f69502c655e1c8dcd0c7af|The project cost is estimated as seventy three million dollars.|the project cost is estimated as seventy three million dollars.
3e807623fcf44ad536c7dc0e4f6a38df|This is awkward if you have to read Bradshaw's Guide in a hurry.|this is awkward if you have to read bradshaw's guide in a hurry.
54c45c28451e3e60e304c83e97caa320|Seventeen minutes later, she was in the water and nearly drowned.|seventeen minutes later, she was in the water and nearly drowned.
405ce1089362e7a4a82715a8b0f0efcd|The French T.B.M.s then completed the tunnel and were dismantled.|the french t.b.m.s then completed the tunnel and were dismantled.
c6ea262afcdf97799de30fa5e6412fd4|In general, parting is caused by some stress applied to a crystal.|in general, parting is caused by some stress applied to a crystal.
62347c6ee587a42d2ab9a0335a24d90b|Emma Goldman was born on June twenty seventh, eighteen sixty nine.|emma goldman was born on june twenty seventh, eighteen sixty nine.
6b1084419c5c9143d04e25c09a839a0c|Okay, It's getting dark. I will adjust the brightness accordingly.|okay, it's getting dark. i will adjust the brightness accordingly.
c24f18338eeddb4e42161a47034fefbf|backed possibly with the hope that, as in a much more recent case,|backed possibly with the hope that, as in a much more recent case,
52fed2c8ab0aa1ab420dcffd5224fd0f|It's hard enough for a father, anyway, and I was forever grateful.|it's hard enough for a father, anyway, and i was forever grateful.
5cec9a84f5e7850cc2316e7300f8bc53|The Babylonians, encamped without their walls, awaited his coming.|the babylonians, encamped without their walls, awaited his coming.
d8d9c177f5c0c314739dd965cc1f94ae|Don't do business with someone who tries to convince you otherwise.|don't do business with someone who tries to convince you otherwise.
4a5662a7325e2e2e3c49d31f790b6208|I assure you, none has a better claim upon that device than myself.|i assure you, none has a better claim upon that device than myself.
d9e504799ef200cede100f8b77a36fd1|The inspectors' reports mention many cases of evasion accomplished.|the inspectors' reports mention many cases of evasion accomplished.
9ef59eea22b3fff42f7389ca394dcde2|Take care of the pence and the pounds will take care of themselves.|take care of the pence and the pounds will take care of themselves.
57b42604344c245557a49f152f60b59f|This is because it originally was the flag of the Council of Europe.|this is because it originally was the flag of the council of europe.
740ad2b6143178a0767cfbfc20a83eef|Sift into it white flour, meal and salt, and stir up well while dry.|sift into it white flour, meal and salt, and stir up well while dry.
bbb47dd75f8e2b342842e8b97e9f214d|that so good a man had really been for years a swindler and a rogue.|that so good a man had really been for years a swindler and a rogue.
26d1346fb2e11d96d7c6b8bdc20b1556|in the balance some work was done, but with the most meager results.|in the balance some work was done, but with the most meager results.
1ad4b1d61095787e44f51d2471e80f65|Nobody knows how much ammunition the military has in its checkpoints.|nobody knows how much ammunition the military has in its checkpoints.
55f8a0e1c653446fd0eb80ee7376c13c|This is considered the first proper phase of Special Forces training.|this is considered the first proper phase of special forces training.
fe22b7e903bb6646035813601e20ac2b|Hold your nose to keep the smell from disabling your motor functions.|hold your nose to keep the smell from disabling your motor functions.
9e9ed4f36d404adbdfca86574982e5fa|We're also encouraging industry efforts to combat caller ID spoofing.|we're also encouraging industry efforts to combat caller id spoofing.
fc537573acd2b6b4849801ad6f7dd3a7|Plow Anderson's field only after Asa offers you all the aid you need.|plow anderson's field only after asa offers you all the aid you need.
823681ebe5b2fd9cfb00e1247b448e63|He recorded everything with his camcorder to have a watertight proof.|he recorded everything with his camcorder to have a watertight proof.
302703dfb6279abd24bd21dff7e1f8c3|However, the Outback Sport remained in production for the U.S. market.|however, the outback sport remained in production for the u.s. market.
d44f6c34b35241d2366195d42fb12043|How they managed to improvise at such short notice, she'll never know.|how they managed to improvise at such short notice, she'll never know.
3330faeaf28a306fab25ac6f33e5b1f6|There were work-rooms for wool-washing, dyeing, carding, and spinning.|there were work-rooms for wool-washing, dyeing, carding, and spinning.
0084d629a2ceb2c0b1ff3ac56b2c26f9|Cacti can also form new roots quickly when rain falls after a drought.|cacti can also form new roots quickly when rain falls after a drought.
c7476974b8de0a612ce2f7cc99ba4be4|Two men, each with a small child on their backs, walk on a paved road.|two men, each with a small child on their backs, walk on a paved road.
1805ccaff8ed1e95fc2301c475c37ea3|While he might have expected difficulty from such an approach, in fact|while he might have expected difficulty from such an approach, in fact
13d7f874040d31a4321e663c6828c71f|A woman in lavender with short brown hair is sitting in a large chair.|a woman in lavender with short brown hair is sitting in a large chair.
f0cc713957cd56cf90ffc5729d92b569|elucidated all dark and uncertain points in connection with the crime.|elucidated all dark and uncertain points in connection with the crime.
ada528905764fd7576d38b10a39d6c46|Lee Oswald exhibited an average amount of proficiency with that weapon.|lee oswald exhibited an average amount of proficiency with that weapon.
c4823d4d59303fabfbacefbe5615e1ef|Coolness amounting almost to effrontery gave way to hopeless dejection.|coolness amounting almost to effrontery gave way to hopeless dejection.
0398ed1aff279f5b4190491ef7e636d9|Today, anyone can pass both bridges for free, but one is closed to cars.|today, anyone can pass both bridges for free, but one is closed to cars.
22dab3e75bf7fa5391386ae6e9d8fc31|A man is sitting on a pink cart with a little girl in the grocery store.|a man is sitting on a pink cart with a little girl in the grocery store.
43cc4ab2c79a94c309721a285f3ffdd0|As the circumstances under which it was perpetrated were somewhat novel,|as the circumstances under which it was perpetrated were somewhat novel,
5d6ec5e51dfb5a846910126ccfff8c66|The new highway is expected to cost nine point two four million dollars.|the new highway is expected to cost nine point two four million dollars.
484cec0590789f645111005e18d9dbb0|You must be at least one hundred and fifty centimeters to ride the ride.|you must be at least one hundred and fifty centimeters to ride the ride.
09199785513b662d295ef313225d3b32|The forelimbs are paddle-like flippers which aid in turning and slowing.|the forelimbs are paddle-like flippers which aid in turning and slowing.
d6ab7df21530ac54c6c53408cb7e8f41|This includes standard analysis of the business cycle in macroeconomics.|this includes standard analysis of the business cycle in macroeconomics.
3fb3e35897f99bd792843cd858177b5c|the forgers always escaped detection. But fate overtook two of the gang,|the forgers always escaped detection. but fate overtook two of the gang,
cdc6cca111f993364649a7ffe39ef61e|She last saw him in the parking lot directly behind the service station.|she last saw him in the parking lot directly behind the service station.
53bbfaeae2945867072063cee3c129bb|and advised them of some of his activities on behalf of the organization.|and advised them of some of his activities on behalf of the organization.
43c4fa55cc8049a2945e22db078f661d|If someone does that, chances are they're not an official trained helper.|if someone does that, chances are they're not an official trained helper.
c62ffc0068674e1c5cd1c4f65cfa6161|although their ministrations were occasionally extended to the male side.|although their ministrations were occasionally extended to the male side.
92123f447807988bbfad4a50de59632d|Gus Grissom and Roger Chaffee were buried at Arlington National Cemetery.|gus grissom and roger chaffee were buried at arlington national cemetery.
f0522ce7b60cda3678f4a42c33d93cc3|A brown dog swims through water outdoors with a tennis ball in its mouth.|a brown dog swims through water outdoors with a tennis ball in its mouth.
7c197c123ddcabc66b7d02ce484663d8|Alexander was the first to break the lines, followed by Philip's generals.|alexander was the first to break the lines, followed by philip's generals.
b67e315122f4d7f9337e7e5ba0875a66|I'm just writing code to simulate an omnidirectional camera at the moment.|i'm just writing code to simulate an omnidirectional camera at the moment.
5f900addddb8c262f876aa48babe3340|The college decided to ebb their plan for increasing their parking spaces.|the college decided to ebb their plan for increasing their parking spaces.
38ac9dc6a5a09122e5379a5a0bc9a52c|Another reason to avoid dynamic memory allocation is memory fragmentation.|another reason to avoid dynamic memory allocation is memory fragmentation.
ef8cb1d44b2d9a8e8debf6769563e9a7|Mutes little instruments on the bridge of the violin, deadening the sound.|mutes little instruments on the bridge of the violin, deadening the sound.
469963b482f9b4e173371187ecdd97c8|The comparison to other works on different databases is still problematic.|the comparison to other works on different databases is still problematic.
ac288b300966f63f8c24877afbc3713c|There was reveling and roistering, as usual, with "high life below-stairs.|there was reveling and roistering, as usual, with "high life below-stairs.
b2fe92697ad250865659382e0a51474f|Amin turned down the proposal, shouting "You are the one who should quit!"|amin turned down the proposal, shouting "you are the one who should quit!"
53de5a12eeabda1be681c157e02b837b|a perpetuation under another form of the old detestable custom of garnish.|a perpetuation under another form of the old detestable custom of garnish.
c3c611ba8b3d8ddc9e4a98e3035f80ba|The T.N.T. blows up the granite, forming a tunnel to the coal and iron ore.|the t.n.t. blows up the granite, forming a tunnel to the coal and iron ore.
c796f70b310d4f71c84e3df45fb76c12|A sailor, Krapps by name, occupied one of the upper cells in the new block.|a sailor, krapps by name, occupied one of the upper cells in the new block.
03d674c2226b3b9eb48b6445e14c6659|Then he experienced his first sensation of pain, which became excruciating.|then he experienced his first sensation of pain, which became excruciating.
66c0bca2121ce3a6bdbcd8bc3554ae57|sharpers, thieves, gamblers, betting men, the outsiders of the boxing ring,|sharpers, thieves, gamblers, betting men, the outsiders of the boxing ring,
04d5c01da666e19256ab9c0b7015d4a3|which occurred eight days after Oswald wrote the above letter to V. T. Lee.|which occurred eight days after oswald wrote the above letter to v. t. lee.
b79c43d2effdf6c00b8bf159302c1df8|About this time I find that the bodies of two murderers, Clench and Mackay,|about this time i find that the bodies of two murderers, clench and mackay,
ae1840998d26152b9b5aba02c847d69e|The sums obtained by Bidwell in the name of "Warren" at the Bank of England|the sums obtained by bidwell in the name of "warren" at the bank of england
2ec874b082f8c86de23dfdb4a956f1f9|Eleven years later, in five eighty-six, he destroyed the sacred Hebrew city,|eleven years later, in five eighty-six, he destroyed the sacred hebrew city,
b704effefeef59f64847fc9e660e8afc|They get rid of the superfluous hydrogen and carbon and accumulate nitrogen.|they get rid of the superfluous hydrogen and carbon and accumulate nitrogen.
2945709009f4018e28c4e62587de8766|Finally, aerodynamic problems may also be classified by the flow environment.|finally, aerodynamic problems may also be classified by the flow environment.
aa4b79e3b3515384e1bdf3756582e08a|A man and a woman are standing behind an elderly man who is looking at a bush.|a man and a woman are standing behind an elderly man who is looking at a bush.
19f3c72b4be2aab44f6dab429c7d9d24|The significance of Givens' observation that Oswald was carrying his clipboard|the significance of givens' observation that oswald was carrying his clipboard
3a6b58ae6853c979edc966beed2ff38d|A group of people enter a doorway next to a red sign reading  WELCOME Bikers .|a group of people enter a doorway next to a red sign reading  welcome bikers .
38f36fe5e9f3c08d369f6ade72fc9059|I heard speech-to-text software often has problems when people are whispering.|i heard speech-to-text software often has problems when people are whispering.
29b823587f10571922dbf829646bb695|Note that in this equation, both force and displacement are vector quantities.|note that in this equation, both force and displacement are vector quantities.
96101dc2935d12453728038a6c61e16e|When the user's identity has been accepted by the server, you will be notified.|when the user's identity has been accepted by the server, you will be notified.
211241c5d61c45244866e9cfbdfeae94|There are numberless similarities and correlations and surprising uniformities.|there are numberless similarities and correlations and surprising uniformities.
883764d47e531fb35957f09352c8b1ca|The prisoner mentioned above was continually persecuted by trials of this kind.|the prisoner mentioned above was continually persecuted by trials of this kind.
92c61e2398eb21b22fc4ade8ef340ae9|Some of the best known and most skilful soloists in funk have jazz backgrounds.|some of the best known and most skilful soloists in funk have jazz backgrounds.
1e613c5b9f78b75dc88cb6af40185579|a bundle lying on the floor, as though thieves had been interrupted in the act.|a bundle lying on the floor, as though thieves had been interrupted in the act.
374205e4cbc04e81f389fd6f154400bd|windy, rainy, dark. There is little probability that he had good, expert coach,|windy, rainy, dark. there is little probability that he had good, expert coach,
0838688642c06268b43168bd9ccf59c9|It was possible to ascertain that his age at death was around the mid-twenties.|it was possible to ascertain that his age at death was around the mid-twenties.
2da48b56185e1b74dee730c3625ea117|An asian man carrying a suitcase while talking on the phone and walking quickly.|an asian man carrying a suitcase while talking on the phone and walking quickly.
